CMDLINE uv run ./cs336_basics/bbpe_tokenizer.py
CHLD 36952 0.015625 1773012460.7655
CHLD 61868 3249.910156 1773012460.7655
MEM 0.996094 1773012460.8662
CHLD 25412 0.015625 1773012460.8697
CHLD 36952 0.015625 1773012460.8697
CHLD 61868 3264.996094 1773012460.8697
MEM 0.996094 1773012460.9740
CHLD 25412 0.015625 1773012460.9777
CHLD 36952 0.015625 1773012460.9777
CHLD 61868 3280.796875 1773012460.9777
MEM 0.996094 1773012461.0827
CHLD 25412 0.015625 1773012461.0887
CHLD 36952 0.015625 1773012461.0887
CHLD 61868 3304.113281 1773012461.0887
MEM 0.996094 1773012461.1916
CHLD 25412 0.015625 1773012461.1952
CHLD 36952 0.015625 1773012461.1952
CHLD 61868 3329.675781 1773012461.1952
MEM 0.996094 1773012461.3005
CHLD 25412 0.015625 1773012461.3075
CHLD 36952 0.015625 1773012461.3075
CHLD 61868 3353.195312 1773012461.3075
MEM 0.996094 1773012461.4083
CHLD 25412 0.015625 1773012461.4153
CHLD 36952 0.015625 1773012461.4153
CHLD 61868 3376.460938 1773012461.4153
MEM 0.996094 1773012461.5168
CHLD 25412 0.015625 1773012461.5238
CHLD 36952 0.015625 1773012461.5238
CHLD 61868 3404.082031 1773012461.5238
MEM 0.996094 1773012461.6253
CHLD 25412 0.015625 1773012461.6305
CHLD 36952 0.015625 1773012461.6305
CHLD 61868 3432.097656 1773012461.6305
MEM 0.996094 1773012461.7335
CHLD 25412 0.015625 1773012461.7415
CHLD 36952 0.015625 1773012461.7415
CHLD 61868 3458.281250 1773012461.7415
MEM 0.996094 1773012461.8422
CHLD 25412 0.015625 1773012461.8503
CHLD 36952 0.015625 1773012461.8503
CHLD 61868 3484.984375 1773012461.8503
MEM 0.996094 1773012461.9511
CHLD 25412 0.015625 1773012461.9566
CHLD 36952 0.015625 1773012461.9566
CHLD 61868 3511.300781 1773012461.9566
MEM 0.996094 1773012462.0591
CHLD 25412 0.015625 1773012462.0646
CHLD 36952 0.015625 1773012462.0646
CHLD 61868 3537.542969 1773012462.0646
MEM 0.996094 1773012462.1678
CHLD 25412 0.015625 1773012462.1743
CHLD 36952 0.015625 1773012462.1743
CHLD 61868 3565.992188 1773012462.1743
MEM 0.996094 1773012462.2768
CHLD 25412 0.015625 1773012462.2848
CHLD 36952 0.015625 1773012462.2848
CHLD 61868 3593.437500 1773012462.2848
MEM 0.996094 1773012462.3856
CHLD 25412 0.015625 1773012462.3908
CHLD 36952 0.015625 1773012462.3908
CHLD 61868 3616.121094 1773012462.3908
MEM 0.996094 1773012462.4941
CHLD 25412 0.015625 1773012462.5015
CHLD 36952 0.015625 1773012462.5015
CHLD 61868 3642.699219 1773012462.5015
MEM 0.996094 1773012462.6028
CHLD 25412 0.015625 1773012462.6118
CHLD 36952 0.015625 1773012462.6118
CHLD 61868 3671.746094 1773012462.6118
MEM 0.996094 1773012462.7132
CHLD 25412 0.015625 1773012462.7183
CHLD 36952 0.015625 1773012462.7183
CHLD 61868 3691.750000 1773012462.7183
MEM 0.996094 1773012462.8215
CHLD 25412 0.015625 1773012462.8289
CHLD 36952 0.015625 1773012462.8289
CHLD 61868 3711.414062 1773012462.8289
MEM 0.996094 1773012462.9296
CHLD 25412 0.015625 1773012462.9374
CHLD 36952 0.015625 1773012462.9374
CHLD 61868 3736.843750 1773012462.9374
MEM 0.996094 1773012463.0376
CHLD 25412 0.015625 1773012463.0440
CHLD 36952 0.015625 1773012463.0440
CHLD 61868 3762.105469 1773012463.0440
MEM 0.996094 1773012463.1463
CHLD 25412 0.015625 1773012463.1548
CHLD 36952 0.015625 1773012463.1548
CHLD 61868 3783.972656 1773012463.1548
MEM 0.996094 1773012463.2556
CHLD 25412 0.015625 1773012463.2632
CHLD 36952 0.015625 1773012463.2632
CHLD 61868 3802.441406 1773012463.2632
MEM 0.996094 1773012463.3662
CHLD 25412 0.015625 1773012463.3752
CHLD 36952 0.015625 1773012463.3752
CHLD 61868 3823.386719 1773012463.3752
MEM 0.996094 1773012463.4764
CHLD 25412 0.015625 1773012463.4817
CHLD 36952 0.015625 1773012463.4817
CHLD 61868 3902.363281 1773012463.4817
MEM 0.996094 1773012463.5842
CHLD 25412 0.015625 1773012463.5912
CHLD 36952 0.015625 1773012463.5912
CHLD 61868 3993.148438 1773012463.5912
MEM 0.996094 1773012463.6921
CHLD 25412 0.015625 1773012463.7001
CHLD 36952 0.015625 1773012463.7001
CHLD 61868 4091.914062 1773012463.7001
MEM 0.996094 1773012463.8004
CHLD 25412 0.015625 1773012463.8054
CHLD 36952 0.015625 1773012463.8054
CHLD 61868 4193.535156 1773012463.8054
MEM 0.996094 1773012463.9073
CHLD 25412 0.015625 1773012463.9128
CHLD 36952 0.015625 1773012463.9128
CHLD 61868 4295.437500 1773012463.9128
MEM 0.996094 1773012464.0145
CHLD 25412 0.015625 1773012464.0224
CHLD 36952 0.015625 1773012464.0224
CHLD 61868 4401.441406 1773012464.0224
MEM 0.996094 1773012464.1231
CHLD 25412 0.015625 1773012464.1319
CHLD 36952 0.015625 1773012464.1319
CHLD 61868 4506.085938 1773012464.1319
MEM 0.996094 1773012464.2324
CHLD 25412 0.015625 1773012464.2382
CHLD 36952 0.015625 1773012464.2382
CHLD 61868 4607.035156 1773012464.2382
MEM 0.996094 1773012464.3405
CHLD 25412 0.015625 1773012464.3485
CHLD 36952 0.015625 1773012464.3485
CHLD 61868 4711.519531 1773012464.3485
MEM 0.996094 1773012464.4491
CHLD 25412 0.015625 1773012464.4561
CHLD 36952 0.015625 1773012464.4561
CHLD 61868 4811.941406 1773012464.4561
MEM 0.875000 1773012464.5588
CHLD 25412 0.015625 1773012464.5651
CHLD 36952 0.015625 1773012464.5651
CHLD 61868 4909.652344 1773012464.5651
MEM 0.875000 1773012464.6668
CHLD 25412 0.015625 1773012464.6689
CHLD 36952 0.015625 1773012464.6689
CHLD 61868 4998.253906 1773012464.6689
MEM 0.875000 1773012464.7741
CHLD 25412 0.015625 1773012464.7791
CHLD 36952 0.015625 1773012464.7791
CHLD 61868 5093.562500 1773012464.7791
MEM 0.875000 1773012464.8825
CHLD 25412 0.015625 1773012464.8890
CHLD 36952 0.015625 1773012464.8890
CHLD 61868 4583.457031 1773012464.8890
MEM 0.875000 1773012464.9902
CHLD 25412 0.015625 1773012464.9922
CHLD 36952 0.015625 1773012464.9922
CHLD 61868 4670.242188 1773012464.9922
MEM 0.445312 1773012465.0981
CHLD 25412 0.015625 1773012465.1035
CHLD 36952 0.015625 1773012465.1035
CHLD 61868 4764.105469 1773012465.1035
MEM 0.445312 1773012465.2067
CHLD 25412 0.015625 1773012465.2137
CHLD 36952 0.015625 1773012465.2137
CHLD 61868 4668.796875 1773012465.2137
MEM 0.445312 1773012465.3154
CHLD 25412 0.015625 1773012465.3205
CHLD 36952 0.015625 1773012465.3205
CHLD 61868 4662.238281 1773012465.3205
MEM 0.445312 1773012465.4227
CHLD 25412 0.015625 1773012465.4287
CHLD 36952 0.015625 1773012465.4287
CHLD 61868 4670.683594 1773012465.4287
MEM 0.230469 1773012465.5303
CHLD 25412 0.015625 1773012465.5377
CHLD 36952 0.015625 1773012465.5377
CHLD 61868 4680.644531 1773012465.5377
MEM 0.230469 1773012465.6395
CHLD 25412 0.015625 1773012465.6427
CHLD 36952 0.015625 1773012465.6427
CHLD 61868 4692.671875 1773012465.6427
MEM 0.230469 1773012465.7476
CHLD 25412 0.015625 1773012465.7504
CHLD 36952 0.015625 1773012465.7504
CHLD 61868 4703.667969 1773012465.7504
MEM 0.230469 1773012465.8552
CHLD 25412 0.015625 1773012465.8629
CHLD 36952 0.015625 1773012465.8629
CHLD 61868 4650.023438 1773012465.8629
MEM 0.121094 1773012465.9639
CHLD 25412 0.015625 1773012465.9668
CHLD 36952 0.015625 1773012465.9668
CHLD 61868 4670.960938 1773012465.9668
MEM 0.121094 1773012466.0719
CHLD 25412 0.015625 1773012466.0790
CHLD 36952 0.015625 1773012466.0790
CHLD 61868 4691.988281 1773012466.0790
MEM 0.121094 1773012466.1799
CHLD 25412 0.015625 1773012466.1850
CHLD 36952 0.015625 1773012466.1850
CHLD 61868 4705.039062 1773012466.1850
MEM 0.121094 1773012466.2881
CHLD 25412 0.015625 1773012466.2925
CHLD 36952 0.015625 1773012466.2925
CHLD 61868 4721.773438 1773012466.2925
MEM 0.121094 1773012466.3962
CHLD 25412 0.015625 1773012466.4017
CHLD 36952 0.015625 1773012466.4017
CHLD 61868 4739.089844 1773012466.4017
MEM 0.121094 1773012466.5045
CHLD 25412 0.015625 1773012466.5097
CHLD 36952 0.015625 1773012466.5097
CHLD 61868 4760.617188 1773012466.5097
MEM 0.121094 1773012466.6125
CHLD 25412 0.015625 1773012466.6187
CHLD 36952 0.015625 1773012466.6187
CHLD 61868 4778.957031 1773012466.6187
MEM 0.121094 1773012466.7214
CHLD 25412 0.015625 1773012466.7245
CHLD 36952 0.015625 1773012466.7245
CHLD 61868 4800.730469 1773012466.7245
MEM 0.121094 1773012466.8298
CHLD 25412 0.015625 1773012466.8368
CHLD 36952 0.015625 1773012466.8368
CHLD 61868 4831.367188 1773012466.8368
MEM 0.121094 1773012466.9389
CHLD 25412 0.015625 1773012466.9452
CHLD 36952 0.015625 1773012466.9452
CHLD 61868 4869.078125 1773012466.9452
MEM 0.121094 1773012467.0471
CHLD 25412 0.015625 1773012467.0538
CHLD 36952 0.015625 1773012467.0538
CHLD 61868 4902.781250 1773012467.0538
MEM 0.121094 1773012467.1561
CHLD 25412 0.015625 1773012467.1630
CHLD 36952 0.015625 1773012467.1630
CHLD 61868 4933.417969 1773012467.1630
MEM 0.121094 1773012467.2649
CHLD 25412 0.015625 1773012467.2719
CHLD 36952 0.015625 1773012467.2719
CHLD 61868 4968.750000 1773012467.2719
MEM 0.121094 1773012467.3725
CHLD 25412 0.015625 1773012467.3808
CHLD 36952 0.015625 1773012467.3808
CHLD 61868 5005.210938 1773012467.3808
MEM 0.121094 1773012467.4814
CHLD 25412 0.015625 1773012467.4854
CHLD 36952 0.015625 1773012467.4854
CHLD 61868 5029.347656 1773012467.4854
MEM 0.121094 1773012467.5899
CHLD 25412 0.015625 1773012467.5952
CHLD 36952 0.015625 1773012467.5952
CHLD 61868 5055.867188 1773012467.5952
MEM 0.121094 1773012467.6976
CHLD 25412 0.015625 1773012467.7041
CHLD 36952 0.015625 1773012467.7041
CHLD 61868 5088.003906 1773012467.7041
MEM 0.121094 1773012467.8057
CHLD 25412 0.015625 1773012467.8108
CHLD 36952 0.015625 1773012467.8108
CHLD 61868 5118.445312 1773012467.8108
MEM 0.121094 1773012467.9145
CHLD 25412 0.015625 1773012467.9219
CHLD 36952 0.015625 1773012467.9219
CHLD 61868 5148.265625 1773012467.9219
MEM 0.121094 1773012468.0228
CHLD 25412 0.015625 1773012468.0281
CHLD 36952 0.015625 1773012468.0281
CHLD 61868 5182.089844 1773012468.0281
MEM 0.121094 1773012468.1314
CHLD 25412 0.015625 1773012468.1365
CHLD 36952 0.015625 1773012468.1365
CHLD 61868 5212.746094 1773012468.1365
MEM 0.121094 1773012468.2416
CHLD 25412 0.015625 1773012468.2461
CHLD 36952 0.015625 1773012468.2461
CHLD 61868 5245.121094 1773012468.2461
MEM 0.121094 1773012468.3501
CHLD 25412 0.015625 1773012468.3537
CHLD 36952 0.015625 1773012468.3537
CHLD 61868 5274.214844 1773012468.3537
MEM 0.121094 1773012468.4584
CHLD 25412 0.015625 1773012468.4685
CHLD 36952 0.015625 1773012468.4685
CHLD 61868 5299.375000 1773012468.4685
MEM 0.121094 1773012468.5693
CHLD 25412 0.015625 1773012468.5764
CHLD 36952 0.015625 1773012468.5764
CHLD 61868 5322.007812 1773012468.5764
MEM 0.121094 1773012468.6782
CHLD 25412 0.015625 1773012468.6850
CHLD 36952 0.015625 1773012468.6850
CHLD 61868 5351.656250 1773012468.6850
MEM 0.121094 1773012468.7864
CHLD 25412 0.015625 1773012468.7940
CHLD 36952 0.015625 1773012468.7940
CHLD 61868 5384.273438 1773012468.7940
MEM 0.121094 1773012468.8944
CHLD 25412 0.015625 1773012468.8985
CHLD 36952 0.015625 1773012468.8985
CHLD 61868 5419.316406 1773012468.8985
MEM 0.269531 1773012469.0024
CHLD 25412 0.015625 1773012469.0105
CHLD 36952 0.015625 1773012469.0105
CHLD 61868 5449.625000 1773012469.0105
MEM 0.269531 1773012469.1109
CHLD 25412 0.164062 1773012469.1147
CHLD 36952 0.015625 1773012469.1147
CHLD 61868 5474.562500 1773012469.1147
MEM 0.269531 1773012469.2191
CHLD 25412 0.164062 1773012469.2235
CHLD 36952 0.015625 1773012469.2235
CHLD 61868 5502.375000 1773012469.2235
MEM 0.269531 1773012469.3275
CHLD 25412 0.164062 1773012469.3318
CHLD 36952 0.015625 1773012469.3318
CHLD 61868 5533.203125 1773012469.3318
MEM 0.269531 1773012469.4354
CHLD 25412 0.164062 1773012469.4404
CHLD 36952 0.015625 1773012469.4404
CHLD 61868 5558.644531 1773012469.4404
MEM 0.269531 1773012469.5427
CHLD 25412 0.164062 1773012469.5495
CHLD 36952 0.015625 1773012469.5495
CHLD 61868 5588.488281 1773012469.5495
MEM 0.269531 1773012469.6502
CHLD 25412 0.164062 1773012469.6534
CHLD 36952 0.015625 1773012469.6534
CHLD 61868 5614.808594 1773012469.6534
MEM 0.269531 1773012469.7584
CHLD 25412 0.164062 1773012469.7628
CHLD 36952 0.015625 1773012469.7628
CHLD 61868 5644.628906 1773012469.7628
MEM 0.269531 1773012469.8657
CHLD 25412 0.164062 1773012469.8704
CHLD 36952 0.015625 1773012469.8704
CHLD 61868 5677.480469 1773012469.8704
MEM 0.269531 1773012469.9732
CHLD 25412 0.164062 1773012469.9801
CHLD 36952 0.015625 1773012469.9801
CHLD 61868 5705.554688 1773012469.9801
MEM 0.269531 1773012470.0819
CHLD 25412 0.164062 1773012470.0897
CHLD 36952 0.015625 1773012470.0897
CHLD 61868 5732.957031 1773012470.0897
MEM 0.269531 1773012470.1903
CHLD 25412 0.164062 1773012470.1988
CHLD 36952 0.015625 1773012470.1988
CHLD 61868 5761.121094 1773012470.1988
MEM 0.269531 1773012470.3005
CHLD 25412 0.164062 1773012470.3072
CHLD 36952 0.015625 1773012470.3072
CHLD 61868 5784.132812 1773012470.3072
MEM 0.269531 1773012470.4088
CHLD 25412 0.164062 1773012470.4129
CHLD 36952 0.015625 1773012470.4129
CHLD 61868 5811.820312 1773012470.4129
MEM 0.269531 1773012470.5173
CHLD 25412 0.164062 1773012470.5213
CHLD 36952 0.015625 1773012470.5213
CHLD 61868 5839.902344 1773012470.5213
MEM 0.269531 1773012470.6259
CHLD 25412 0.164062 1773012470.6294
CHLD 36952 0.015625 1773012470.6294
CHLD 61868 5868.187500 1773012470.6294
MEM 0.269531 1773012470.7335
CHLD 25412 0.164062 1773012470.7372
CHLD 36952 0.015625 1773012470.7372
CHLD 61868 5903.250000 1773012470.7372
MEM 0.269531 1773012470.8418
CHLD 25412 0.164062 1773012470.8473
CHLD 36952 0.015625 1773012470.8473
CHLD 61868 5931.433594 1773012470.8473
MEM 0.269531 1773012470.9504
CHLD 25412 0.164062 1773012470.9572
CHLD 36952 0.015625 1773012470.9572
CHLD 61868 5961.441406 1773012470.9572
MEM 0.269531 1773012471.0590
CHLD 25412 0.164062 1773012471.0660
CHLD 36952 0.015625 1773012471.0660
CHLD 61868 5992.882812 1773012471.0660
MEM 0.269531 1773012471.1677
CHLD 25412 0.164062 1773012471.1744
CHLD 36952 0.015625 1773012471.1744
CHLD 61868 6019.222656 1773012471.1744
MEM 0.269531 1773012471.2763
CHLD 25412 0.164062 1773012471.2833
CHLD 36952 0.015625 1773012471.2833
CHLD 61868 6050.000000 1773012471.2833
MEM 0.269531 1773012471.3843
CHLD 25412 0.164062 1773012471.3868
CHLD 36952 0.015625 1773012471.3868
CHLD 61868 6079.851562 1773012471.3868
MEM 0.269531 1773012471.4923
CHLD 25412 0.164062 1773012471.5003
CHLD 36952 0.015625 1773012471.5003
CHLD 61868 6107.527344 1773012471.5003
MEM 0.269531 1773012471.6011
CHLD 25412 0.164062 1773012471.6082
CHLD 36952 0.015625 1773012471.6082
CHLD 61868 6134.582031 1773012471.6082
MEM 0.269531 1773012471.7098
CHLD 25412 0.164062 1773012471.7174
CHLD 36952 0.015625 1773012471.7174
CHLD 61868 6160.617188 1773012471.7174
MEM 0.269531 1773012471.8179
CHLD 25412 0.164062 1773012471.8246
CHLD 36952 0.015625 1773012471.8246
CHLD 61868 6184.316406 1773012471.8246
MEM 0.269531 1773012471.9266
CHLD 25412 0.164062 1773012471.9346
CHLD 36952 0.015625 1773012471.9346
CHLD 61868 6210.058594 1773012471.9346
MEM 0.269531 1773012472.0350
CHLD 25412 0.164062 1773012472.0394
CHLD 36952 0.015625 1773012472.0394
CHLD 61868 6234.781250 1773012472.0394
MEM 0.269531 1773012472.1424
CHLD 25412 0.164062 1773012472.1502
CHLD 36952 0.015625 1773012472.1502
CHLD 61868 6252.605469 1773012472.1502
MEM 0.269531 1773012472.2510
CHLD 25412 0.164062 1773012472.2588
CHLD 36952 0.015625 1773012472.2588
CHLD 61868 6272.558594 1773012472.2588
MEM 0.269531 1773012472.3599
CHLD 25412 0.164062 1773012472.3677
CHLD 36952 0.015625 1773012472.3677
CHLD 61868 6294.687500 1773012472.3677
MEM 0.269531 1773012472.4686
CHLD 25412 0.164062 1773012472.4763
CHLD 36952 0.015625 1773012472.4763
CHLD 61868 6335.562500 1773012472.4763
MEM 0.269531 1773012472.5768
CHLD 25412 0.164062 1773012472.5818
CHLD 36952 0.015625 1773012472.5818
CHLD 61868 6371.710938 1773012472.5818
MEM 0.269531 1773012472.6857
CHLD 25412 0.164062 1773012472.6893
CHLD 36952 0.015625 1773012472.6893
CHLD 61868 6407.496094 1773012472.6893
MEM 0.269531 1773012472.7943
CHLD 25412 0.164062 1773012472.8017
CHLD 36952 0.015625 1773012472.8017
CHLD 61868 6441.597656 1773012472.8017
MEM 0.269531 1773012472.9028
CHLD 25412 0.164062 1773012472.9098
CHLD 36952 0.015625 1773012472.9098
CHLD 61868 6471.035156 1773012472.9098
MEM 0.269531 1773012473.0111
CHLD 25412 0.164062 1773012473.0179
CHLD 36952 0.015625 1773012473.0179
CHLD 61868 6493.089844 1773012473.0179
MEM 0.269531 1773012473.1193
CHLD 25412 0.164062 1773012473.1266
CHLD 36952 0.015625 1773012473.1266
CHLD 61868 6515.007812 1773012473.1266
MEM 0.269531 1773012473.2283
CHLD 25412 0.164062 1773012473.2353
CHLD 36952 0.015625 1773012473.2353
CHLD 61868 6538.382812 1773012473.2353
MEM 0.269531 1773012473.3371
CHLD 25412 0.164062 1773012473.3441
CHLD 36952 0.015625 1773012473.3441
CHLD 61868 6560.191406 1773012473.3441
MEM 0.269531 1773012473.4456
CHLD 25412 0.164062 1773012473.4533
CHLD 36952 0.015625 1773012473.4533
CHLD 61868 6638.136719 1773012473.4533
MEM 0.269531 1773012473.5538
CHLD 25412 0.164062 1773012473.5610
CHLD 36952 0.015625 1773012473.5610
CHLD 61868 6727.175781 1773012473.5610
MEM 0.269531 1773012473.6615
CHLD 25412 0.164062 1773012473.6641
CHLD 36952 0.015625 1773012473.6641
CHLD 61868 6813.902344 1773012473.6641
MEM 0.269531 1773012473.7684
CHLD 25412 0.164062 1773012473.7762
CHLD 36952 0.015625 1773012473.7762
CHLD 61868 6906.066406 1773012473.7762
MEM 0.269531 1773012473.8767
CHLD 25412 0.164062 1773012473.8831
CHLD 36952 0.015625 1773012473.8831
CHLD 61868 7003.730469 1773012473.8831
MEM 0.269531 1773012473.9838
CHLD 25412 0.164062 1773012473.9908
CHLD 36952 0.015625 1773012473.9908
CHLD 61868 7101.648438 1773012473.9908
MEM 0.269531 1773012474.0914
CHLD 25412 0.164062 1773012474.0941
CHLD 36952 0.015625 1773012474.0941
CHLD 61868 7193.785156 1773012474.0941
MEM 0.269531 1773012474.1987
CHLD 25412 0.164062 1773012474.2061
CHLD 36952 0.015625 1773012474.2061
CHLD 61868 7288.828125 1773012474.2061
MEM 0.269531 1773012474.3074
CHLD 25412 0.164062 1773012474.3152
CHLD 36952 0.015625 1773012474.3152
CHLD 61868 7342.222656 1773012474.3152
MEM 0.269531 1773012474.4156
CHLD 25412 0.164062 1773012474.4184
CHLD 36952 0.015625 1773012474.4184
CHLD 61868 7025.628906 1773012474.4184
MEM 0.269531 1773012474.5222
CHLD 25412 0.164062 1773012474.5276
CHLD 36952 0.015625 1773012474.5276
CHLD 61868 7026.824219 1773012474.5276
MEM 0.269531 1773012474.6298
CHLD 25412 0.164062 1773012474.6366
CHLD 36952 0.015625 1773012474.6366
CHLD 61868 7027.765625 1773012474.6366
MEM 0.214844 1773012474.7376
CHLD 25412 0.164062 1773012474.7391
CHLD 36952 0.015625 1773012474.7391
CHLD 61868 7028.781250 1773012474.7391
MEM 0.214844 1773012474.8449
CHLD 25412 0.164062 1773012474.8481
CHLD 36952 0.015625 1773012474.8481
CHLD 61868 7029.750000 1773012474.8481
MEM 0.214844 1773012474.9520
CHLD 25412 0.164062 1773012474.9555
CHLD 36952 0.015625 1773012474.9555
CHLD 61868 7030.617188 1773012474.9555
MEM 0.214844 1773012475.0589
CHLD 25412 0.164062 1773012475.0662
CHLD 36952 0.015625 1773012475.0662
CHLD 61868 7031.359375 1773012475.0662
MEM 0.214844 1773012475.1673
CHLD 25412 0.164062 1773012475.1742
CHLD 36952 0.015625 1773012475.1742
CHLD 61868 7032.066406 1773012475.1742
MEM 0.214844 1773012475.2757
CHLD 25412 0.164062 1773012475.2793
CHLD 36952 0.015625 1773012475.2793
CHLD 61868 7032.753906 1773012475.2793
MEM 0.214844 1773012475.3836
CHLD 25412 0.164062 1773012475.3878
CHLD 36952 0.015625 1773012475.3878
CHLD 61868 7033.519531 1773012475.3878
MEM 0.214844 1773012475.4911
CHLD 25412 0.164062 1773012475.4963
CHLD 36952 0.015625 1773012475.4963
CHLD 61868 7034.292969 1773012475.4963
MEM 0.214844 1773012475.5988
CHLD 25412 0.164062 1773012475.6060
CHLD 36952 0.015625 1773012475.6060
CHLD 61868 7034.992188 1773012475.6060
MEM 0.214844 1773012475.7075
CHLD 25412 0.164062 1773012475.7143
CHLD 36952 0.015625 1773012475.7143
CHLD 61868 7035.808594 1773012475.7143
MEM 0.214844 1773012475.8157
CHLD 25412 0.164062 1773012475.8183
CHLD 36952 0.015625 1773012475.8183
CHLD 61868 7036.531250 1773012475.8183
MEM 0.214844 1773012475.9234
CHLD 25412 0.164062 1773012475.9292
CHLD 36952 0.015625 1773012475.9292
CHLD 61868 7037.300781 1773012475.9292
MEM 0.214844 1773012476.0311
CHLD 25412 0.164062 1773012476.0363
